f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,y_1,y_2
6.65,10.79,5.64,65.25,62.9,40.26,66.19,28.6,43.46,1,1
2.42,13.12,4.52,40.93,85.79,95.64,59.4,37.35,56.66,0,1
2.68,3.51,36.08,43.37,79.79,56.49,62.91,41.16,41.22,1,0
20.97,24.51,11.19,25.76,53.1,62.73,63.07,46.9,44.97,0,1
8.49,23.97,2.78,70.01,67.14,1.91,69.06,51.97,49.37,0,1
2.97,41.39,20.86,47.21,40.23,97.36,32.77,44.65,41.96,0,0
19.23,6.48,2.76,65.98,92.99,92.32,53.57,52.58,40.85,1,0
10.03,7.57,19.61,2.69,7.22,75.9,66.11,61.59,52.57,0,0
18.38,21.06,10.07,43.4,89.11,69.09,67.75,63.77,38.07,1,0
12.53,6.42,12.11,48.32,96.74,44.12,44.85,49.66,56.11,0,1
2.68,1.45,2.75,65.18,76.42,59.82,41.04,34.46,26.16,1,1
9.66,12.6,17.38,85.13,72.94,89.41,61.29,54.93,52.46,1,0
3.24,6.46,3.86,16.14,29.66,27.79,59.78,53.51,57.12,0,0
4.55,3.3,11.29,77.6,24.65,78.06,53.35,43.05,68.87,0,0
33.2,15.26,4.35,38.7,40.4,63.88,48.29,29.6,56.37,0,0
9.28,2.57,20.57,69.22,68.34,3.57,29.73,48.32,68.9,1,1
3.5,44.33,1.08,90.89,51.82,5.04,60.25,27.75,38.29,0,1
2.21,15.86,7.77,22.84,50.14,93.02,51.47,38.23,52.53,0,0
18.92,2.24,6.02,75.76,65.53,3.37,48.24,55.27,29.65,1,0
7.67,4.06,11.82,74.4,19.97,7.74,78.21,67.09,36.09,1,0
5.24,6.1,1.1,66.98,12.05,12.47,64.56,21.45,39.77,0,1
13.71,2.58,2.12,72.02,74.37,46.9,48.21,55.86,43.66,1,0
12.95,11.15,9.63,86.1,34.15,36.86,65.56,40.93,68.01,0,0
1.51,5.78,1.93,24.54,68.93,89.23,34.52,29.47,58.68,0,1
15.18,9.38,10.07,88.07,1.0,71.59,58.89,66.95,38.71,1,0
4.82,15.4,2.52,86.58,48.27,21.81,56.03,42.91,51.98,0,1
7.34,10.47,29.81,75.76,53.85,82.16,71.37,58.34,50.93,0,0
4.01,6.29,1.55,24.35,42.38,40.23,55.94,24.66,32.87,0,1
2.77,2.23,4.03,64.1,46.33,33.24,40.9,55.17,45.55,1,0
7.9,1.17,16.23,61.53,75.11,6.01,41.47,58.31,58.44,1,0
3.56,14.51,4.77,70.12,76.94,58.14,37.27,52.22,53.16,0,1
3.79,13.91,2.41,16.34,10.8,78.87,41.64,39.82,63.78,0,0
6.34,6.08,4.27,12.18,71.05,28.77,46.87,56.4,49.53,0,1
5.57,6.56,2.19,57.54,28.71,22.04,33.94,54.34,49.54,0,0
6.29,10.35,15.99,33.97,57.76,57.7,37.37,28.07,41.0,0,1
7.29,20.57,4.14,42.26,97.41,6.49,35.56,58.61,68.21,1,1
1.39,12.85,5.61,41.12,61.15,44.32,40.61,33.04,82.82,0,0
11.49,7.82,12.49,18.1,6.4,11.76,69.04,36.58,77.44,0,0
5.88,3.52,19.44,79.26,7.97,2.28,58.95,39.42,37.43,0,0
23.79,7.14,22.09,87.82,68.06,92.44,49.02,51.93,57.05,1,0
20.54,19.46,1.5,44.63,57.87,58.39,47.63,67.07,48.24,0,1
2.68,3.15,10.32,14.63,48.64,50.19,42.22,51.89,68.79,1,0
2.58,4.08,4.65,90.43,64.07,27.65,60.98,50.38,36.13,0,1
5.31,2.37,1.03,96.59,72.4,4.39,46.19,35.15,45.4,1,1
5.21,3.48,9.32,59.54,99.05,64.81,50.54,32.6,71.61,1,1
17.19,2.73,17.88,69.63,8.91,76.7,37.23,44.1,34.77,0,0
4.14,5.24,9.36,42.58,32.13,90.75,48.24,45.73,51.33,1,0
3.84,7.68,4.25,60.52,97.33,49.47,46.32,47.46,32.11,1,1
11.61,4.78,1.14,49.84,44.78,4.04,64.23,44.33,62.95,1,1
7.26,30.09,3.64,25.21,38.2,70.88,59.18,55.69,46.12,0,0
7.7,1.8,2.06,2.8,41.04,12.25,77.22,52.09,65.18,1,0
1.14,10.14,3.62,18.35,21.42,50.71,43.93,36.79,55.62,0,0
11.53,6.38,7.44,45.9,63.47,47.62,43.6,45.89,51.03,0,0
1.11,13.11,2.52,3.22,24.38,44.87,30.53,51.16,49.16,0,1
4.28,5.81,11.7,83.81,70.89,64.16,58.53,52.32,51.09,0,1
9.74,2.13,2.12,98.85,46.46,18.68,75.88,28.09,47.67,1,0
7.84,2.0,22.5,98.68,40.42,59.77,70.04,32.63,39.41,1,0
11.43,5.82,7.29,1.53,84.84,42.65,48.08,42.82,50.39,0,1
4.05,11.65,4.07,20.34,4.75,16.75,39.64,60.53,52.41,0,0
1.67,11.31,8.31,61.71,97.39,32.91,63.79,38.77,53.42,0,0
24.92,6.4,3.21,78.46,39.67,38.15,56.08,42.79,31.93,1,0
21.61,18.63,11.88,71.18,17.75,40.95,31.6,54.44,49.01,0,0
13.54,6.59,14.86,51.73,10.85,38.27,37.17,43.53,52.65,0,0
8.93,20.33,8.71,34.72,91.91,86.42,51.09,64.08,46.16,0,1
10.13,25.24,2.27,82.3,79.86,15.68,59.94,52.63,78.25,0,1
8.51,4.56,17.83,25.98,98.1,65.9,55.52,49.7,40.88,1,1
32.05,9.41,7.24,88.66,57.47,99.64,42.99,39.84,35.67,0,0
27.31,7.12,1.21,58.59,91.77,47.88,59.69,47.8,66.77,0,1
16.74,14.0,1.85,76.82,66.45,97.73,59.84,38.53,52.22,1,1
6.2,6.12,13.61,42.11,60.18,62.78,43.58,46.91,50.86,0,0
7.93,1.75,52.57,31.51,60.88,33.23,20.33,27.38,52.25,1,1
1.28,5.15,13.65,35.27,70.68,96.21,49.04,47.9,65.19,0,0
16.03,22.16,10.33,6.25,62.21,46.78,48.96,45.02,42.21,0,0
16.28,2.67,3.79,70.58,83.73,39.9,59.45,29.98,63.75,1,0
5.82,9.27,5.61,52.69,10.83,9.63,42.06,62.61,51.51,0,0
13.38,4.88,3.04,38.89,27.22,94.89,39.22,27.09,57.2,1,0
13.0,12.91,4.15,82.93,38.09,87.56,64.55,28.87,52.09,0,0
3.36,3.17,2.22,48.42,88.84,64.16,62.27,38.25,48.6,1,1
15.2,29.47,3.77,93.18,37.95,9.4,50.69,58.1,33.48,0,0
18.97,3.68,4.39,5.21,32.31,35.55,62.23,58.58,53.58,0,0
8.72,15.26,8.6,45.08,10.35,91.83,50.92,41.7,44.33,0,0
11.68,7.71,7.61,81.63,91.82,89.11,18.75,40.94,48.03,0,0
16.46,7.26,1.46,14.56,36.1,82.28,63.74,59.7,65.06,0,0
11.51,4.08,3.48,83.71,86.46,50.13,61.66,48.03,48.55,1,0
3.26,4.25,7.64,53.6,99.37,88.1,49.07,38.7,43.31,1,1
1.72,3.8,1.27,37.05,25.09,69.42,24.9,27.83,58.95,0,1
2.3,21.51,15.22,11.98,23.27,48.69,66.35,31.31,33.41,0,0
11.62,15.77,6.03,9.61,79.28,33.26,35.62,40.26,69.4,0,0
11.98,5.88,10.48,77.4,51.02,73.5,55.82,42.66,58.61,1,0
2.39,14.12,5.55,1.57,69.8,83.57,68.03,60.68,61.2,0,0
5.26,12.02,5.89,4.91,47.63,41.85,50.37,56.51,61.27,1,0
19.97,1.72,8.3,55.01,90.0,79.53,62.28,62.42,44.16,1,0
5.08,5.26,2.29,91.74,22.22,86.27,46.55,25.62,55.05,1,0
2.94,3.17,4.1,63.54,47.41,96.0,43.64,58.15,51.8,0,1
3.85,10.58,5.44,41.96,38.32,33.4,45.58,63.07,41.6,1,0
1.35,22.73,22.93,73.95,74.32,95.52,53.33,43.89,40.94,0,1
4.38,6.22,10.7,33.15,80.55,67.59,67.1,52.83,53.14,1,0
8.84,22.42,3.68,8.41,81.27,52.78,58.54,35.53,70.05,0,1
2.51,1.74,6.28,45.36,88.41,29.32,61.05,51.76,22.49,1,0
18.65,7.48,2.7,11.0,43.87,40.95,57.39,35.8,24.89,0,0
10.51,28.03,25.05,66.96,29.05,19.31,51.85,15.05,64.88,1,0
20.8,7.17,5.59,25.19,51.16,75.74,38.36,45.16,64.19,0,0
16.11,1.22,5.78,34.43,39.56,34.23,26.54,38.38,64.29,1,0
8.97,4.59,2.35,30.33,56.97,48.99,51.9,64.56,64.13,0,0
11.42,7.83,6.4,14.87,81.52,66.01,52.29,39.64,56.51,1,0
19.49,13.84,11.36,32.95,36.77,73.03,46.44,37.18,18.23,0,0
15.04,4.87,4.66,75.49,76.56,96.52,43.69,37.45,50.14,1,0
2.76,2.0,5.29,59.78,30.66,16.52,8.28,59.57,67.49,1,1
2.85,21.63,3.52,67.0,21.09,1.9,60.35,36.95,37.57,0,0
20.81,23.86,1.02,46.65,23.12,73.69,26.04,74.11,49.23,1,1
3.52,5.97,4.08,27.45,40.19,13.04,60.05,35.7,69.98,0,0
10.4,9.7,8.05,21.49,58.58,50.64,49.08,48.13,59.11,0,0
6.42,2.96,22.01,62.56,10.85,60.28,56.41,42.02,43.61,0,0
6.78,21.91,1.14,78.43,3.19,96.46,50.85,30.87,46.78,0,1
1.74,8.5,2.86,65.73,88.31,73.01,43.83,45.41,73.14,0,1
1.58,10.95,2.84,5.04,22.22,45.4,43.22,25.0,50.99,0,1
6.07,7.87,3.12,78.32,28.73,73.85,48.57,50.76,69.41,1,1
5.82,5.15,7.21,10.86,97.11,47.34,32.66,38.97,74.0,1,1
2.36,4.62,19.41,38.29,59.58,24.08,47.5,43.84,40.32,1,0
9.06,15.07,7.36,18.49,25.22,10.77,53.21,51.98,20.71,0,0
13.97,2.19,11.15,98.39,62.98,40.38,34.23,35.14,44.55,1,1
2.33,37.22,1.54,75.79,68.36,31.98,75.46,32.22,48.49,0,1
14.15,11.73,2.86,26.13,39.49,61.98,32.98,42.95,56.76,0,0
12.91,2.09,4.74,77.55,3.17,72.18,65.97,30.43,45.6,0,0
1.62,8.05,9.16,38.83,72.52,13.0,59.35,38.17,44.59,0,0
26.83,18.36,8.76,93.62,59.1,71.11,46.06,53.01,51.08,0,0
6.07,3.48,1.01,44.12,30.09,55.42,31.93,57.75,52.57,1,1
15.15,12.05,5.19,23.85,49.67,68.82,47.54,39.75,29.91,0,1
29.36,10.11,7.64,93.42,43.97,19.04,52.5,41.22,49.95,0,0
15.2,18.86,11.57,87.42,11.76,42.03,51.82,41.54,63.94,0,0
20.27,6.79,25.79,94.44,8.01,47.82,35.06,63.73,68.88,0,0
8.34,4.18,5.31,80.48,24.97,52.7,85.56,63.63,54.64,1,0
3.7,6.31,5.94,99.45,62.41,52.71,49.42,39.17,51.92,0,0
32.37,14.07,19.12,73.05,59.5,85.67,41.58,27.12,48.31,1,0
7.72,2.5,8.32,4.99,55.81,90.51,46.87,56.01,38.39,1,0
1.76,16.97,18.31,39.77,6.06,65.32,56.59,44.91,46.39,0,0
31.36,2.32,3.72,39.45,36.61,84.98,77.92,41.15,49.4,0,0
3.4,2.58,8.13,70.83,69.05,65.1,64.41,47.21,53.12,1,0
6.32,23.92,2.22,30.4,42.26,58.15,66.93,41.37,61.65,0,1
3.52,1.85,5.88,64.05,1.19,39.99,50.69,45.92,47.07,0,0
5.23,17.71,3.2,34.38,92.52,79.35,23.82,37.92,55.03,0,1
5.54,4.63,1.6,22.35,28.54,95.15,37.31,41.75,68.49,0,1
13.17,8.27,5.54,10.9,48.49,5.7,44.93,60.89,53.26,1,0
3.19,2.72,10.56,58.69,18.95,33.56,46.06,51.99,51.09,1,0
8.75,15.07,8.06,94.78,78.88,45.23,52.12,39.16,30.07,1,0
1.52,5.39,5.11,29.22,21.22,99.34,37.2,53.36,47.1,0,0
5.38,1.29,18.39,13.57,42.34,34.58,55.11,41.56,42.56,1,0
28.07,4.53,3.51,56.14,48.9,5.84,52.28,51.8,37.7,0,0
5.77,3.0,1.2,17.05,53.11,88.95,60.86,21.26,61.76,1,1
10.37,26.18,4.68,3.21,35.38,75.34,51.34,34.51,51.98,0,0
10.97,1.16,3.65,81.72,44.46,65.54,23.42,41.69,49.83,1,0
50.33,12.23,25.28,1.83,80.68,64.24,61.27,32.11,48.05,0,0
13.27,20.06,1.27,11.44,41.97,29.29,57.5,32.37,44.65,0,1
20.37,3.39,2.55,47.99,22.1,2.94,43.79,44.05,66.59,0,0
2.97,1.26,6.12,57.96,6.03,23.54,63.08,41.44,33.39,1,0
22.61,9.78,16.44,11.97,19.23,84.39,44.04,63.21,36.6,0,0
4.88,9.92,1.58,18.35,11.72,68.46,45.65,23.02,70.53,0,0
2.37,21.09,2.15,37.6,80.13,60.46,72.54,39.15,61.2,0,1
3.56,14.15,4.18,94.84,20.85,7.65,47.05,62.95,56.17,0,0
3.12,5.95,2.37,37.41,50.57,19.55,38.36,49.12,50.14,0,1
4.95,13.57,4.69,60.67,71.03,83.37,46.57,41.76,44.76,1,0
19.38,1.08,5.94,18.6,62.29,36.49,35.15,31.07,36.68,1,0
4.19,11.42,1.83,22.55,55.81,54.52,56.03,48.29,18.89,1,1
1.17,34.09,1.13,29.75,27.36,11.5,55.95,43.7,32.57,0,1
3.48,10.47,5.86,47.53,41.63,13.87,64.12,69.12,68.41,0,0
29.0,1.01,6.24,17.59,93.12,55.49,51.5,56.94,56.78,1,0
17.34,37.45,21.04,71.7,70.08,95.49,45.61,58.72,64.7,1,0
4.92,1.78,17.61,45.72,52.36,4.05,32.08,42.78,40.8,1,0
21.49,10.98,8.71,2.66,43.99,92.43,25.02,44.2,61.79,0,0
3.38,1.76,1.98,18.69,15.83,3.81,33.16,57.2,42.72,1,0
28.48,2.37,9.86,18.24,47.42,32.08,58.61,65.04,34.14,1,1
6.26,6.42,1.7,85.09,78.62,14.75,54.5,43.59,54.16,1,0
3.64,6.47,1.04,22.04,62.76,57.49,51.23,47.35,29.51,1,1
7.91,6.92,8.89,22.62,85.66,83.2,46.18,54.52,49.51,1,0
7.91,4.96,5.66,81.84,24.41,67.24,64.28,26.3,40.53,0,0
46.91,6.92,1.02,20.5,72.77,2.62,31.73,44.89,45.03,0,1
8.75,10.47,7.49,45.55,1.89,67.72,68.7,55.29,51.12,0,0
3.44,2.9,17.7,96.87,22.82,14.34,57.86,31.18,60.78,0,0
3.84,18.86,14.82,93.63,69.64,44.26,47.27,45.08,53.16,0,0
6.42,29.9,1.84,47.5,51.31,21.4,57.16,53.41,51.69,0,1
3.53,6.98,1.34,90.14,31.11,61.96,37.98,54.18,53.77,0,1
38.23,2.38,2.64,87.31,85.28,38.88,51.32,27.62,67.08,1,0
22.25,3.04,2.39,82.14,16.99,57.04,59.29,57.56,36.53,0,0
6.64,4.7,9.17,68.75,52.77,12.1,63.79,46.89,33.4,1,0
8.22,17.94,11.82,89.06,57.98,74.37,35.43,61.11,31.09,0,0
7.48,31.65,1.17,25.46,70.98,27.15,45.7,80.55,40.22,0,1
14.56,7.72,1.24,94.76,99.43,61.88,56.74,67.33,65.16,1,1
2.67,11.72,6.93,7.28,94.7,10.34,65.33,44.33,43.77,0,1
1.74,9.1,7.7,44.06,6.15,22.63,63.52,66.43,65.48,0,0
9.16,6.07,5.36,67.14,74.4,17.14,49.86,28.31,65.88,0,1
1.24,10.22,3.07,45.81,79.85,94.69,63.91,59.27,37.98,0,1
5.06,8.43,16.66,89.76,42.63,91.05,34.05,42.54,52.4,0,1
14.51,1.9,14.91,41.46,65.07,86.39,55.65,30.05,39.31,1,0
6.12,14.88,3.4,10.99,26.41,32.28,50.1,69.31,49.66,0,0
9.65,13.42,7.87,3.34,50.4,10.65,63.9,38.8,63.62,0,0
1.84,8.5,10.5,11.0,1.16,96.27,75.81,41.76,39.64,0,0
8.64,7.68,2.85,92.02,7.04,48.37,68.07,52.67,61.04,0,0
11.57,22.25,14.16,36.34,22.98,35.78,43.7,57.58,31.53,0,0
5.77,4.14,4.98,73.3,84.25,95.77,46.95,43.13,29.68,1,0
11.36,4.17,1.11,42.08,48.34,63.75,60.42,30.07,48.72,0,1
10.27,21.81,2.63,41.48,7.26,12.24,55.86,52.0,49.46,0,1
25.9,1.86,3.47,91.3,67.5,57.77,40.33,59.71,54.21,1,0
15.42,8.37,11.97,89.76,83.58,63.28,32.33,56.41,39.01,0,0
4.08,24.56,3.32,72.93,20.58,71.03,88.1,45.29,18.87,0,0
12.64,5.8,16.47,12.21,94.23,16.47,57.31,46.84,65.69,1,0
13.08,7.99,9.59,10.26,61.5,56.18,47.35,45.65,57.22,0,0
1.67,23.25,1.3,68.36,97.57,11.86,72.26,23.05,45.94,0,1
2.21,10.21,2.8,58.53,9.56,1.12,33.69,60.35,50.19,0,0
4.4,7.34,3.13,19.12,52.11,73.3,53.85,60.49,60.89,0,0
2.87,11.9,2.58,48.94,22.68,88.91,51.07,59.11,51.7,0,0
13.86,13.87,2.82,44.94,21.73,22.02,47.95,29.71,75.92,0,1
6.37,10.84,26.11,46.05,60.51,99.48,38.93,35.67,34.34,1,0
4.14,13.34,16.09,73.96,3.02,96.29,49.66,51.61,70.33,0,0
2.8,7.7,4.02,12.08,21.01,77.54,40.82,32.52,40.12,0,1
6.41,9.15,2.33,58.79,40.93,36.55,53.96,48.54,43.46,0,0
3.86,14.02,5.56,12.53,35.96,10.46,36.96,59.94,38.55,0,0
4.36,21.34,4.63,72.48,81.26,37.09,52.77,51.75,49.71,0,1
12.2,7.85,3.72,60.29,38.52,23.08,21.63,56.75,43.95,1,0
14.82,1.87,20.4,87.9,25.97,2.26,46.48,53.2,71.54,1,0
2.47,23.85,7.67,40.26,21.47,21.22,28.54,45.03,51.13,0,0
7.01,10.31,17.26,87.1,57.91,98.59,36.64,39.86,44.33,1,0
1.93,2.84,6.95,74.87,14.66,87.24,53.55,47.8,52.5,1,0
10.17,7.67,1.24,60.58,26.77,15.87,51.88,45.06,49.52,0,1
6.93,1.21,5.66,7.21,81.72,11.95,50.62,30.9,25.38,1,1
2.57,3.02,12.74,99.42,23.28,22.22,40.35,32.38,43.71,1,0
9.7,38.57,2.2,28.7,12.4,25.07,35.67,51.1,78.04,0,1
6.91,2.14,9.75,22.64,79.63,28.85,67.53,32.52,52.68,1,1
5.9,1.82,7.87,39.05,50.01,18.38,75.2,52.75,20.42,1,1
7.0,7.36,5.96,37.77,22.15,35.93,55.09,56.65,37.0,0,0
4.25,5.98,9.91,90.25,87.77,49.99,44.67,44.66,73.09,1,0
7.15,3.4,23.15,40.81,41.22,90.13,51.23,54.17,51.52,1,0
6.66,1.69,6.52,62.28,22.73,12.07,48.71,43.1,60.87,1,0
9.64,5.57,6.77,16.79,46.86,12.65,37.54,47.21,55.23,1,0
5.05,10.35,4.72,37.41,11.13,88.27,41.21,42.51,54.75,1,0
4.72,3.08,3.26,53.3,11.98,83.96,42.7,50.99,57.34,0,0
1.1,7.4,1.45,41.62,12.81,95.24,52.77,74.22,45.67,0,1
4.63,1.05,2.44,71.29,81.19,22.2,63.43,33.05,47.68,1,1
3.97,8.16,7.56,98.67,32.03,44.91,61.93,29.43,45.15,1,0
3.93,7.71,1.67,20.14,46.14,76.01,37.66,47.0,48.5,1,1
1.36,8.03,18.59,80.84,70.49,66.39,59.75,33.34,77.61,0,0
1.18,21.18,5.13,4.11,1.16,8.61,59.66,22.01,62.73,0,1
1.05,29.52,5.42,51.0,92.01,2.86,39.48,47.53,73.17,0,1
1.42,1.24,8.71,18.81,32.95,55.3,62.65,29.91,50.62,1,0
25.19,9.13,9.6,70.96,98.84,25.66,54.51,33.71,64.82,0,0
13.5,3.84,7.59,88.15,93.27,87.69,67.18,40.54,49.76,1,0
6.84,6.75,18.1,73.0,64.74,51.29,66.18,41.91,77.47,0,1
50.78,8.59,10.98,55.64,69.42,18.31,56.07,62.64,36.24,0,0
53.78,7.03,3.8,78.4,96.87,51.26,36.49,54.6,42.97,1,0
3.92,9.33,27.29,60.96,17.89,5.45,51.08,45.64,63.4,0,0
9.13,7.91,15.93,57.76,78.24,48.86,50.22,29.93,55.91,1,0
17.33,8.96,1.58,37.19,27.0,22.37,42.29,42.4,63.74,1,1
3.15,17.25,17.73,72.01,19.48,69.33,53.54,30.61,42.52,0,0
30.0,6.31,6.17,53.74,63.9,64.85,66.27,34.95,81.9,0,0
9.39,9.02,18.37,88.12,55.13,30.18,37.47,34.67,72.37,1,0
11.4,2.0,17.29,38.97,95.93,25.08,49.29,36.53,33.52,1,1
4.6,4.16,19.39,62.57,19.25,77.41,52.55,32.49,23.25,0,0
31.66,15.38,8.51,56.31,52.66,55.51,45.96,80.68,79.18,0,0
3.01,3.86,9.06,87.56,64.78,19.35,49.19,39.45,60.74,0,0
10.08,5.64,4.79,39.81,46.56,82.58,66.25,40.62,51.64,0,0
10.96,10.71,2.12,22.87,42.12,3.62,30.44,28.24,47.88,0,0
18.38,2.5,1.01,53.37,53.15,65.12,41.04,31.93,40.09,1,1
9.49,2.6,21.14,76.76,78.05,59.68,40.79,36.01,61.12,1,0
39.59,3.6,2.28,97.22,81.14,81.01,49.67,42.51,63.67,0,0
22.66,4.92,5.88,10.01,41.68,93.05,45.21,51.52,66.72,0,0
9.4,15.38,10.43,53.09,44.0,73.34,43.51,39.0,50.76,1,0
32.14,20.13,1.97,9.88,96.43,46.67,44.13,52.3,51.37,0,1
4.52,4.38,13.56,67.67,88.79,58.54,49.78,33.55,43.52,1,0
6.08,10.36,1.13,13.07,59.22,95.36,55.22,31.44,39.4,0,1
4.16,4.91,8.3,62.32,28.08,60.56,47.1,49.63,75.48,0,0
1.35,25.26,9.67,36.57,28.48,13.57,51.93,45.67,92.96,0,0
2.51,3.38,5.83,8.26,18.8,66.95,66.56,48.13,26.24,1,0
3.41,4.02,11.6,33.08,76.78,34.84,39.51,66.16,52.69,1,1
1.91,1.17,10.32,58.81,20.8,39.22,49.21,40.55,48.55,1,1
1.75,9.3,4.39,35.85,2.96,15.76,53.62,45.71,59.44,0,0
1.62,7.51,2.1,87.94,30.3,65.26,39.07,76.23,54.05,0,1
12.04,7.35,4.85,22.27,57.02,45.71,33.49,52.86,76.45,1,0
13.74,12.93,12.59,79.19,25.78,38.35,30.63,48.93,60.59,0,0
24.14,15.91,20.14,62.34,51.18,69.42,65.46,42.18,37.23,0,0
1.86,2.16,4.71,60.2,92.21,58.61,42.01,55.63,51.53,1,1
4.57,2.22,25.2,42.1,2.41,17.65,60.23,37.64,49.66,0,0
5.13,1.84,5.76,33.23,30.81,91.54,46.22,30.22,72.0,1,0
6.93,1.19,11.3,62.94,87.18,42.73,40.08,30.38,54.62,1,1
16.16,1.35,8.49,24.05,1.35,20.85,46.02,59.48,48.44,0,0
6.37,28.94,15.08,42.56,83.54,23.41,51.98,51.16,55.31,0,0
10.35,4.32,15.58,81.88,2.27,44.82,69.99,49.49,67.41,0,0
10.54,12.88,2.12,37.47,47.87,9.09,26.84,49.78,53.25,0,1
3.09,14.44,6.21,44.58,91.98,40.65,52.88,28.82,29.67,0,0
13.65,1.83,10.61,64.6,65.86,18.68,53.68,33.03,48.43,1,0
5.22,12.51,8.02,41.72,62.27,22.8,46.83,39.98,35.68,0,1
14.56,9.97,1.88,2.98,23.34,8.07,50.12,23.93,56.68,0,0
11.39,10.4,7.67,69.92,18.88,23.17,57.45,66.13,52.25,0,0
6.83,21.3,3.82,91.07,26.55,12.59,49.53,49.0,56.12,0,0
4.37,6.39,2.77,13.68,32.11,78.53,46.04,37.95,47.63,0,1
1.46,6.6,8.52,61.91,42.69,41.22,53.01,40.27,42.92,0,0
5.97,11.72,6.21,32.95,78.61,77.73,56.23,42.65,56.39,1,0
14.0,37.32,6.52,75.66,38.11,30.59,44.01,52.21,24.35,1,0
7.43,12.71,9.36,54.6,85.03,89.93,47.16,47.04,42.75,1,1
12.41,3.73,18.52,16.38,40.58,67.07,37.88,45.22,37.22,1,0
4.87,1.28,4.25,60.76,5.38,63.24,67.57,32.63,73.0,1,0
6.47,5.63,8.9,17.89,6.51,79.34,68.18,43.59,42.61,0,0
3.07,2.8,7.21,39.95,28.92,38.7,51.53,58.53,67.59,0,0
2.78,4.92,11.4,61.92,53.27,44.65,42.82,41.19,45.16,1,0
1.5,10.32,11.09,35.47,71.58,68.35,50.47,54.76,52.28,0,0
13.6,2.86,32.68,62.59,24.45,20.93,48.04,72.31,52.35,0,0
3.09,3.72,3.44,83.13,51.26,19.71,48.91,41.47,53.16,1,1
19.14,30.7,32.0,64.26,16.14,49.09,55.34,50.82,47.39,0,0
4.94,3.6,7.7,34.17,47.94,3.27,41.17,34.46,33.67,0,0
10.59,21.58,1.98,22.85,72.97,59.58,53.89,40.18,40.04,0,1
6.97,6.08,22.41,69.87,22.93,64.48,41.57,48.93,60.0,1,0
13.36,12.45,8.59,96.77,59.86,27.1,42.88,45.43,74.08,0,0
18.61,17.4,17.41,54.11,21.21,44.88,38.7,50.76,35.98,0,1
5.98,1.17,2.41,57.21,80.63,79.85,77.11,31.37,57.09,1,0
6.75,5.46,3.09,15.37,4.99,3.45,35.38,60.4,45.72,0,0
18.89,8.18,6.17,27.9,70.37,80.47,20.5,13.7,59.03,1,0
2.77,5.39,3.89,66.37,73.78,19.61,58.75,40.88,53.14,0,1
8.92,2.41,2.6,33.42,85.81,48.01,67.84,39.57,33.81,1,1
9.58,2.76,6.43,93.57,67.72,83.16,63.65,28.33,74.2,1,0
19.59,16.24,1.59,51.6,93.87,91.63,26.93,39.58,37.83,0,1
16.78,45.48,5.77,87.32,42.44,34.86,43.61,42.41,59.45,0,1
1.57,2.39,11.23,86.02,11.6,33.38,48.3,55.68,61.8,0,0
22.06,1.02,5.51,37.62,71.64,28.06,42.89,47.84,48.71,1,1
9.15,9.51,4.09,13.72,46.0,19.95,56.67,33.44,54.3,1,0
1.67,11.98,3.02,76.69,58.05,35.23,49.69,44.82,64.01,0,1
30.86,1.8,20.26,55.26,52.59,41.6,46.06,41.24,63.04,1,0
1.31,2.51,2.02,7.94,62.53,16.74,35.89,55.93,42.64,1,1
3.49,9.21,3.54,24.0,27.42,20.27,40.34,59.95,66.18,0,0
6.37,7.48,12.72,28.91,29.38,63.95,35.55,49.95,36.87,0,0
9.59,2.42,10.78,75.3,86.49,75.18,44.37,51.54,40.39,1,0
1.54,6.63,11.88,16.48,40.7,71.55,51.85,48.53,31.65,0,0
2.82,7.25,26.36,19.63,43.86,63.69,37.71,52.44,36.91,0,0
10.12,11.47,28.69,2.2,22.6,71.05,64.28,31.86,28.09,0,0
3.66,19.21,5.78,27.24,11.28,35.15,66.43,62.66,38.69,0,0
11.33,2.79,19.88,82.17,99.12,84.92,62.42,30.05,48.16,1,0
3.19,7.34,3.7,80.59,60.13,64.91,69.25,53.86,28.38,0,1
5.24,21.38,38.13,7.48,17.3,59.09,50.31,46.87,28.13,0,0
1.4,8.95,12.27,70.98,57.97,12.32,40.0,41.16,54.41,0,0
24.73,5.43,4.76,95.66,90.17,83.95,83.15,63.59,68.97,0,0
1.34,5.1,2.03,32.02,42.26,2.05,63.47,22.15,44.74,0,1
1.95,3.7,10.11,42.8,94.98,80.79,58.35,33.78,35.86,1,0
2.15,1.49,8.83,8.03,32.02,69.16,40.47,51.52,63.07,1,0
6.88,4.63,3.75,83.79,88.91,75.7,60.37,49.69,55.84,0,1
7.65,2.44,7.05,24.05,59.48,95.94,33.83,33.03,59.82,1,0
11.75,4.04,27.12,90.78,92.32,20.62,65.0,51.48,57.64,1,1
1.49,1.81,4.91,80.95,56.98,55.52,52.74,43.35,56.04,1,1
6.28,6.94,1.32,81.97,37.41,5.92,56.1,38.76,45.96,1,1
15.54,50.07,10.66,23.23,27.39,42.7,60.61,35.52,39.56,0,0
6.0,10.46,21.04,14.21,32.16,40.88,46.2,53.47,55.76,1,0
6.22,41.95,7.91,27.82,82.93,99.88,49.73,56.62,35.87,0,0
